"all_genes"	"mean_bet_in"	"mean_bet_out"	"ratio_bet"	"mean_deg_in"	"mean_deg_out"	"ratio_deg"	"pvalue_ratio"	"pvalue_degree"
"APEX1"	0.000141490772475577	7.36547582173125e-05	1.92099975480362	0.00943744915119469	0.00669885831659255	1.40881456289632	0	0
"APLP2"	8.47595727924728e-05	3.57503440266858e-05	2.37087432583038	0.00960825432729898	0.00584989766226024	1.64246536982779	0.001	0
"APP"	0.0186888504353154	0.0222600035869133	0.839570863605009	0.0292080215615503	0.0314437206179471	0.928898393305252	1	1
"APPBP2"	0.00367386613984522	0.00332729116629918	1.10416130005584	0.011197943513849	0.00836944508787034	1.33795531200485	0.271	0
"APPL1"	0.00113352265239898	0.000439541781376876	2.57887350059918	0.0103418607945466	0.00675090021740808	1.53192321934766	0	0
"AQP1"	0.000593592869730471	0.000410265287454776	1.44685131275188	0.0105603727321073	0.00805188578846274	1.31154030366885	0.01	0
"AR"	0.0104904797753813	0.0109843494664973	0.955038785626554	0.032198152914217	0.0340477799272953	0.945675547215472	0.844	0.999
"ARID2"	0.000200520618005428	0.000127966700894169	1.56697497555448	0.0105318861413594	0.00789227904221685	1.33445435532917	0.004	0
"ARID4B"	0.000377923493877839	0.000218542336820164	1.72929190461081	0.0122815907401036	0.00744115967878384	1.65049417970706	0.032	0
"ARIH2"	0.000423427501349309	0.000228138956727829	1.85600700302343	0.00809541089925664	0.00600645101697393	1.34778605142694	0.005	0.003
"ARL6IP4"	0.000913551045380566	0.000703535777104605	1.29851398480441	0.00917997735338794	0.00679334650893566	1.3513188737411	0.092	0
"ARNT"	0.00175957949014743	0.00062825415305901	2.80074470113715	0.0115166858996231	0.00756098664027494	1.52317236460616	0	0
"ARNT2"	0.000149878371822607	9.62236277958401e-05	1.55760466795752	0.00821690874504385	0.00479905055093217	1.71219466388988	0.128	0.018
"ARNTL"	0.00736046392404076	0.00267701757735836	2.74950152972247	0.0119637372619766	0.00547533873826852	2.18502230343468	0.02	0
"ARRB1"	0.00551032199209822	0.00496041866425241	1.11085824908464	0.0122043049814872	0.0103517881542326	1.17895621506678	0.189	0.001
"ASAP3"	0.000418208928130856	0.00029014481334962	1.4413799898843	0.00686400063811523	0.00526321383029971	1.30414626109241	0.116	0.09
"ATAD2"	0.00121895717925087	0.000411303049475433	2.96364731748404	0.0152457961375495	0.010510440967687	1.45053820143424	0	0
"ATF1"	0.000662313617374303	0.000683199489548516	0.969429321166479	0.0112058390897526	0.00837143492364332	1.33858044552244	0.502	0.067
"ATF2"	0.00384186863367957	0.00241291663418937	1.59220943618313	0.0247339938249999	0.01866811393739	1.32493265832606	0.001	0
"ATF3"	0.00291706034218809	0.00297427259816416	0.980764286363197	0.0256520728851343	0.0250655780380408	1.02339841699255	0.524	0.292
"ATF4"	0.000877836651442793	0.000762131773343393	1.15181741812418	0.015386990599173	0.0126364043517105	1.21767159160985	0.211	0.001
"ATF6"	0.000583199854720894	0.000496013977856612	1.1757730240608	0.0116786950760323	0.00999178618818634	1.16882956220985	0.197	0.002
"ATF7"	0.00203150121270224	0.00193195639814007	1.05152539397783	0.0226635849691865	0.0202816782421644	1.11744130335676	0.384	0.067
"ATF7IP"	0.00040526697168205	0.000277030426381786	1.46289697119238	0.0132544838340105	0.0107754399802654	1.23006428120664	0	0
"ATM"	0.00134761677717982	0.00102233060177281	1.31818100215618	0.0137787365667579	0.0124958462242729	1.10266534330368	0	0.001
"ATP2A2"	0.000279997516328241	0.000134900867089604	2.07557981182034	0.0073706157157773	0.00496852179924617	1.4834624891644	0	0
"ATP5O"	0.00217749252780036	0.000951550721019566	2.28836201759925	0.00972096935372618	0.00623568650645553	1.55892528331283	0	0
"ATR"	0.000622303845896649	0.00041675688306033	1.49320592218405	0.0102531709066612	0.00855932554174426	1.19789472390739	0	0
"ATXN1"	0.00544231669305688	0.00765484964997537	0.710963237935626	0.0203749262537723	0.0209093256528966	0.974442054803891	1	0.878
"ATXN3"	0.000331597395396305	4.24371750846051e-05	7.8138423383558	0.00791791181401571	0.00264104823697697	2.99801862879976	0.002	0.003
"AURKA"	0.00332816566114372	0.00282893670688577	1.17647229541856	0.0207952252352077	0.0222541102795371	0.93444424306323	0	1
"AXIN1"	0.00200807056089624	0.00147929377433492	1.35745218139585	0.00946609500721101	0.00667704998732261	1.41770617640782	0.007	0
"BACH1"	0.00715347799777178	0.00669936464687246	1.06778454000281	0.0168557285028992	0.0165836728496409	1.01640503015978	0.285	0.403
"BAG1"	0.000248054191619437	0.000163399578852285	1.51808342078825	0.0107031524888285	0.00879771172760321	1.21658367769051	0.033	0.011
"BAG5"	0.00209254226842888	0.000924609651506721	2.26316290882204	0.0101059074125947	0.00656517638022155	1.53932001629691	0	0
"BANP"	0.0102164749663189	0.00841758073044434	1.21370679931449	0.0182825374294347	0.0193610760169421	0.944293458350993	0	1
"BAP1"	0.000484655400172707	0.000298247678391309	1.62500979986448	0.0135807180022117	0.0103083851960584	1.31744378425096	0	0
"BAZ1A"	0.000748432181790935	0.000586557338571892	1.27597445735342	0.011350517919893	0.0088026100876003	1.28944913008038	0.032	0
"BCL11B"	0.00638943544095588	0.00611136134974045	1.04550116991973	0.0133613369921006	0.012536717924405	1.06577631184398	0.175	0.007
"BCL2"	0.000381679265196324	0.000163273375201698	2.33766996440675	0.00908616931154668	0.00570823459316562	1.59176522324878	0	0
"BCL3"	0.000669804410886683	0.000486410608284017	1.37703495663808	0.0125853267966853	0.010136896948077	1.24153642491875	0.015	0
"BCL6"	0.000894452778348483	0.000773061198240743	1.15702712849124	0.0130718819520015	0.0112117676951644	1.16590731340602	0.113	0
"BCOR"	0.000712820244986739	0.000800469204474834	0.890503021230406	0.0142143046766371	0.0151903455618351	0.935745972254232	0.987	1
"BHLHE40"	0.00522220989415636	0.00374482133337528	1.39451509945589	0.0137378040315073	0.0110795582919761	1.23992344003969	0	0
"BHLHE41"	0.000122723209412673	0.000226450114353405	0.541943684873337	0.00506411059599883	0.00590743809940629	0.857243107889321	0.818	0.757
"BIN1"	0.000615847330564751	0.00024913583158101	2.47193399141584	0.00620815810189637	0.00453077656583008	1.37021943406273	0.012	0.058
"BIRC2"	0.000405553563609809	0.000165814352486825	2.44582907044812	0.0121684109422134	0.00815374187896585	1.49237137045068	0	0
"BIRC3"	0.000690587108246995	0.00059550832509986	1.15965987231361	0.014548379952989	0.0136532676303449	1.06556030005994	0.077	0.038
"BLZF1"	0.00163636052288672	0.000818814150969849	1.99845168888267	0.00924460453032491	0.00643970153213185	1.43556413044884	0.064	0.085
"BPTF"	0.00219712333193539	0.000530088286374916	4.14482528365366	0.0102539266386857	0.0065732277563517	1.55995304267031	0	0
"BRCA1"	0.00305256353222869	0.00284201782508407	1.07408317614559	0.023521606209745	0.0242006937350499	0.971939336419874	0.081	0.93
"BRD4"	0.000245870462167688	0.000110942926443889	2.21618872017082	0.00883483409279846	0.00652074508291779	1.35488107270791	0.008	0
"BRD7"	0.00040958708925678	0.000239983490977731	1.70673027377032	0.00980287019316361	0.00637609045645961	1.53744214579521	0.007	0
"BRMS1"	0.00110978160779428	0.000511157511153515	2.17111474169648	0.0128429465606546	0.00806049014974541	1.59332079340861	0.001	0
"BTRC"	0.00579212224329837	0.00620941280168999	0.932797098257335	0.0296391663236159	0.0307810200339556	0.962903967799637	0.953	0.971
"BYSL"	0.000414908950936419	0.000216390211654035	1.917410902115	0.0104867424956889	0.00708842508973411	1.47941783441803	0	0
"C1orf109"	0.000425460959493728	0.000139470378673249	3.05054710212338	0.0098281609387181	0.00732768313144721	1.34123716356401	0.019	0
"CALCOCO2"	0.00204595900891344	0.000691318055968443	2.95950466105984	0.00901011360791135	0.00656034260889053	1.37342119841438	0.004	0
"CALM1"	0.000170521103934553	0.000116100468071475	1.46873743721322	0.00813140528030977	0.00635983165693046	1.27855668497904	0.008	0
"CALR"	0.00118985934449932	0.000764229493298034	1.55693983932036	0.011303077133046	0.00797789684792248	1.41679910739751	0	0
"CARM1"	0.000258714732120644	0.000141689374662744	1.82592895717446	0.0121153155054021	0.00940452298765012	1.28824348893737	0	0
"CBL"	0.00762718663033367	0.00360301329986789	2.11689105633147	0.00911375433195187	0.00657706483343264	1.38568716635188	0	0
"CBX5"	0.0162297832731536	0.0180513860900726	0.8990879255571	0.0145009076488835	0.0152316774849821	0.952023023280324	0.999	0.993
"CCNA2"	0.00019999415998264	0.000142977985655438	1.39877589592432	0.0129770598293041	0.00929581156819778	1.39601149766206	0.002	0
"CCND1"	0.00210517330194884	0.00134932844812934	1.56016372801402	0.0118712468422729	0.0099821684783377	1.18924528954151	0.004	0
"CCND3"	0.000303690289267254	0.000194850247388949	1.55858303151673	0.0119160403396206	0.00966637167963377	1.2327314461461	0.001	0
"CCNDBP1"	0.00589590698574352	0.00454205509477946	1.29807033660163	0.00917154650786316	0.00678608630328848	1.35152223210287	0.013	0
"CCNG1"	0.000893752706124997	0.000490181328325649	1.8233103842977	0.0106521692347003	0.0073779901348054	1.44377656246097	0.017	0
"CCNH"	0.000278840812609257	0.000157130417661188	1.77458201129782	0.0105609959450677	0.00783976999347318	1.347105330113	0.001	0
"CCNK"	0.000451414174953077	0.000402776765528867	1.12075525101441	0.00772991192584708	0.00502528600476971	1.53820338156083	0.227	0.001
"CCT4"	0.00020324553956904	0.000137735153531073	1.47562575245679	0.00824593860019051	0.00610236675563895	1.35126893062774	0.002	0
"CCT5"	0.00020324553956904	0.000137735153531073	1.47562575245679	0.00824593860019051	0.00610236675563895	1.35126893062774	0.002	0
"CDC25A"	0.000230490493405158	0.000152176203568077	1.51462901558092	0.00811111578386344	0.00550206461092219	1.47419493543606	0.144	0.002
"CDC27"	0.00208364559746598	0.00107067707119709	1.94610088655054	0.0123373638123204	0.00879563922148388	1.40266824293858	0.001	0
"CDC5L"	0.000985528296684307	0.000549786971211051	1.79256393528828	0.00998131091089816	0.00748753627305551	1.33305676886224	0.003	0
"CDC73"	0.00190948775913086	0.00120167755321458	1.58901841348607	0.011245366552999	0.0085388832551021	1.31695986665233	0	0
"CDK2"	0.0032627363492884	0.00305475006310024	1.06808618770502	0.0207825701618498	0.0205450139080727	1.01156272051409	0.084	0.295
"CDK4"	0.00179386848649599	0.00155767352112722	1.15163316456573	0.0111289825310928	0.00903424091774882	1.23186691969091	0.099	0
"CDK5"	0.00012517827762073	6.10661021708301e-05	2.04988157375017	0.00943165515801788	0.0059069142266261	1.59671442586784	0	0
"CDK6"	0.00677725100065635	0.00749681947596578	0.904016833056163	0.020108333306813	0.0208839698712772	0.962859716364032	0.969	0.979
"CDK7"	0.000124331559233795	6.25633247943474e-05	1.9872914306023	0.00820586134688684	0.00604745777200545	1.35691089648827	0	0.003
"CDK8"	0.00161738097257589	0.00127837057312887	1.26518945802802	0.00989680910749314	0.00784255756195443	1.26193643200073	0.222	0.002
"CDK9"	0.000461076141970802	0.000372921815283028	1.23638822690185	0.013237984648991	0.0119432141385444	1.108410558115	0	0
"CDKN1A"	0.000682563487700858	0.000630431241876915	1.08269299229006	0.0120066599390988	0.0100045895691331	1.2001151927454	0.224	0
"CDKN1B"	0.00127299112774761	0.00135451828884931	0.939810955841017	0.0120771490463036	0.0113692789070226	1.06226165661604	0.655	0.062
"CDKN2A"	0.000292726503362974	0.000178075251182377	1.64383597057614	0.0113529157971242	0.00836790370811691	1.35672161070781	0	0
"CDKN2C"	0.000416550547508991	0.000168142387611854	2.47736786318612	0.0102167438034235	0.00764178811029652	1.33695722204826	0	0
"CDYL"	0.000684896752401104	0.000344951504433129	1.98548707165843	0.0113470018159207	0.00791877658201779	1.43292359601202	0	0
"CEBPA"	0.00125400214099393	0.000788781314356158	1.58979696675182	0.0157468561307817	0.0138590535696925	1.1362143923895	0	0
"CEBPB"	0.002777196301988	0.00278152204838022	0.998444827573901	0.0265395472724874	0.029385615188153	0.903147580969719	0.5	1
"CEBPD"	0.000228474050862252	7.23641228180214e-05	3.15728349857581	0.0113601433019198	0.00715977379133408	1.58666232104562	0	0
"CEBPG"	0.000280000144757812	0.000176139945931089	1.58964591068602	0.0126946700016638	0.00965895289928619	1.31429049649905	0	0
"CEP70"	0.00750854153466789	0.00442801764550474	1.69568916291254	0.0108813646250981	0.00763138462978401	1.42587029130074	0	0
"CGGBP1"	0.000790459199888921	0.000646812136814057	1.22208467482137	0.00857328348249678	0.00627952924183718	1.36527487209989	0.148	0
"CHAF1A"	0.00111530235312691	0.000574848974739882	1.94016585596518	0.0107039655918613	0.00847676067078572	1.26274245641397	0.002	0
"CHCHD2"	9.14525732429159e-05	7.03973289184406e-05	1.29909152304442	0.00976305120587643	0.00706721722123001	1.38145622247864	0.01	0
"CHD3"	0.00234875309751469	0.00180158510885772	1.30371475983386	0.0148218423691533	0.0126248949114703	1.1740170887036	0.076	0
"CHD4"	0.000902346509471451	0.000533664472941148	1.69084987894812	0.0117755968204673	0.00884520524171731	1.33129718289963	0	0
"CHD8"	0.00288713102682188	0.00293710017805701	0.982986909466537	0.0139304024246302	0.0125651645845666	1.10865260306582	0.594	0
"CHEK2"	0.000302215272705254	0.000122886838593632	2.45929731909399	0.00863114520684331	0.00560696560760497	1.53936118230091	0.001	0
"CHTF18"	0.000297976014402597	0.000140928892310147	2.11437136500607	0.00931170772550085	0.00564285146239295	1.65017771379579	0	0
"CHUK"	0.000637401790090516	0.000494745840075079	1.28834188882475	0.0154513659818047	0.0130322036959062	1.18562956368296	0	0
"CITED2"	0.00045907914213018	0.000362695023668021	1.26574425391174	0.0170698137004905	0.0163056482567977	1.04686507593307	0.002	0.03
"CLK3"	0.000716139907940641	0.000746224392205024	0.959684399788265	0.00911969395835939	0.00656681225315931	1.38875509254462	0.294	0.094
"CLOCK"	0.00572700952179071	0.00297911317226758	1.92238736517402	0.0126039197203177	0.00837214683662204	1.50545851216856	0	0
"CLU"	0.00649787841271205	0.00398204187846291	1.6317955991011	0.0104438369558791	0.00741355576595828	1.40874868761834	0	0
"COIL"	0.000132484147556177	0.000749764651389787	0.176700978514525	0.00296956198960653	0.00850980637874769	0.348957644562006	0.77	0.725
"COMMD1"	0.00159469656384419	0.00145587671688063	1.09535137512261	0.0212788301533338	0.0203556028048881	1.04535495004962	0.071	0.037
"COMMD4"	0.000921703414914927	0.000696493470524327	1.32334824936845	0.0178695023775502	0.0161916308825003	1.10362584888612	0	0
"COMMD6"	0.000854945022068707	0.000630904225512536	1.35511062931012	0.0173871021457508	0.0155486297078149	1.11824015829587	0	0
"COMMD8"	0.000921703414914927	0.000696493470524327	1.32334824936845	0.0178695023775502	0.0161916308825003	1.10362584888612	0	0
"COPS2"	0.000231985846377657	0.000174982784553382	1.32576382853757	0.00854925632481729	0.00672257407101871	1.27172363361134	0.043	0.001
"COPS4"	0.000302215272705254	0.000122886838593632	2.45929731909399	0.00863114520684331	0.00560696560760497	1.53936118230091	0.001	0
"COPS5"	0.00326548324008185	0.00336077372045811	0.971646267109209	0.0251752166749761	0.0259950017634353	0.968463741763916	0.657	0.904
"COPS6"	0.00167363122031749	0.00135065935699185	1.23912162726578	0.0104423712275533	0.00896776471067798	1.16443412204153	0.221	0.065
"CREB1"	0.00968194911361886	0.0092908219419468	1.04209823136381	0.0255157155725357	0.0238106053529758	1.07161137628728	0.321	0.04
"CREB3"	0	0.00478285436181016	0	0	0.0053795815518669	0	1	1
"CREB5"	0.000361103441278684	0.000217536868496018	1.65996432593353	0.0142990700799813	0.00978627865850976	1.46113457208245	0.039	0.013
"CREBBP"	0.0249752083377947	0.0288681433038206	0.865147719233101	0.073024748603059	0.0825825460421644	0.884263710709217	1	1
"CREBZF"	0.000440134610133456	0.00024435358522247	1.8012201856287	0.012038228350253	0.00662543323510924	1.81697225269141	0.111	0.009
"CREM"	0.000338077376770403	0.000213898195901438	1.58055272671017	0.00965831852530371	0.00669308209161311	1.4430300410339	0.021	0.001
"CRK"	0.00196250023759756	0.00117847045568093	1.66529438912714	0.0121940138182322	0.00926318218939788	1.3163957664774	0	0
"CSE1L"	0.000371863725452912	0.000272056662546879	1.36686130738973	0.00551168749117921	0.00382303989593786	1.44170284412559	0.174	0.033
"CSNK1A1"	0.00234615507511919	0.00051507259804377	4.55499881770029	0.00887083849070839	0.00585894787664502	1.51406680473629	0.001	0
"CSNK1E"	0.000561000344220347	0.000321277033715262	1.74615763141521	0.00710995342947498	0.00566098431956401	1.25595709652532	0.005	0.051
"CSNK2A1"	0.00427553483733297	0.00344048829059787	1.24271163747806	0.0174330173436651	0.0159406441134656	1.09362063537563	0	0
"CSNK2B"	0.00111825517240188	0.000527484360155779	2.11997787398215	0.0105981879852847	0.00812977762884416	1.30362581476801	0	0
"CTBP1"	0.00918679490655129	0.00987969703655851	0.929866054855404	0.0254215876503061	0.0292963143425036	0.867740131168106	0.956	1
"CTBP2"	0.00501261837355944	0.00362056443279702	1.38448533829489	0.0161188801693197	0.0150167780214782	1.07339138570639	0	0.009
"CTNNB1"	0.00768161839735673	0.00939436463728447	0.81768365333296	0.0299694646542593	0.033891233232867	0.884283686236459	1	1
"CTR9"	0.00473707528473604	0.00639007005900885	0.741318207936956	0.0115842336771039	0.0100005736683326	1.15835691644231	0.999	0
"CUL2"	0.00423387744913023	0.00191634246305816	2.20935325013551	0.00933059579534409	0.00630484365655284	1.47990914662039	0	0
"CUX1"	0.00047673120144197	0.000230989803246091	2.06386253740418	0.0098920438397102	0.00738527073464796	1.3394287352665	0	0
"CYC1"	0.000279997516328241	0.000134900867089604	2.07557981182034	0.0073706157157773	0.00496852179924617	1.4834624891644	0	0
"DAP3"	0.000104600047697608	7.25196315363947e-05	1.44236871425792	0.00848379987159645	0.00756993972043092	1.12072224943867	0.099	0.181
"DAXX"	0.00181722079287158	0.00133338453249999	1.36286326155624	0.0159250127576407	0.0147235585717254	1.08160080187561	0.004	0.011
"DCAF6"	0.000104600047697608	7.25196315363947e-05	1.44236871425792	0.00848379987159645	0.00756993972043092	1.12072224943867	0.099	0.181
"DCAF7"	0.000160992462309185	0.000142829952834876	1.12716176903948	0.00544996685344017	0.00535769704241534	1.01722191648657	0.364	0.425
"DCTN1"	0.000358819331974681	0.00025125137495755	1.42812882928623	0.0119017747051283	0.0101438571382288	1.1732987307436	0.061	0.034
"DDB1"	0.00035020202903698	0.000260558888509744	1.34404176744822	0.0149236947684333	0.0132006329866929	1.13052872415114	0.1	0.042
"DDIT3"	0.00428747398114024	0.00424231746898887	1.01064430290318	0.0261927428923054	0.0217825453851277	1.20246474547409	0.445	0.002
"DDX3X"	0.000591098089566971	0.000542889189403097	1.08880062654569	0.0127483802167891	0.0124035261709736	1.02780290387282	0.062	0.164
"DDX5"	0.000541155266542942	0.000309748754328081	1.74707810437152	0.0131227528082798	0.00861488798804909	1.52326447267616	0	0
"DDX6"	0.000686331232587412	0.000412954490803997	1.66200210403613	0.0112419381445015	0.00862373345943586	1.30360454638135	0	0
"DHX9"	7.36225966001307e-05	3.8025923759378e-05	1.93611592622977	0.00773138327547874	0.00511917120113568	1.51028027227602	0.012	0
"DNAJA3"	0.000920942724476556	0.000640172714088576	1.43858478221415	0.00869253303772021	0.00679550031782336	1.27916012525543	0.001	0
"DNMT1"	0.000237793521740997	0.000147305536166736	1.61428774456811	0.00901797555298943	0.0061678371699067	1.46209689143364	0.002	0
"DNMT3A"	0.00943926972569655	0.00424585506028878	2.22317285721349	0.00938818175114313	0.00560512165167941	1.67492916916981	0	0
"DPF2"	0.00265329748249363	0.00153749120287759	1.72573181396269	0.00999245854988125	0.00706233775212921	1.41489389216321	0.013	0
"DPY30"	0.000531217557388997	0.00101549854931244	0.523110109560144	0.00864694596194283	0.00682164281362041	1.26757530380775	0.715	0.11
"DRAP1"	0.000147593554218679	0.000120130782573835	1.22860728163462	0.00793079313245832	0.00644933959256608	1.22970623869766	0.175	0.012
"DROSHA"	0.00057549643470395	0.000340254476537128	1.69137064870079	0.0126997337053354	0.00891542021288822	1.4244683258986	0	0
"DVL2"	0.00318206899212374	0.00224939119361056	1.41463565837835	0.0120185253062745	0.00931767959455893	1.28986247963417	0.026	0
"DYNLL2"	0.00179917321470267	0.000715599932414464	2.51421657997114	0.00926811458880906	0.005233564221192	1.77089918019543	0	0
"E2F1"	0.000514489661625373	0.000426387370724836	1.20662500099562	0.017029110784584	0.0164172160125467	1.03727153078632	0.01	0.141
"E2F3"	0.00109135762707226	0.00188119936177153	0.580139271387231	0.00891176111320469	0.00621693385507487	1.43346564736732	1	0
"E2F4"	0.000321583075052058	0.000158037589281513	2.03485181287611	0.00976672925573709	0.00560374886608902	1.74289203337435	0.043	0.01
"E2F6"	0.000102986393624356	4.8163450451816e-05	2.13826859700149	0.00964131080535157	0.00638334198613914	1.51038606834583	0.017	0.011
"EAF1"	0.000316142572731951	0.000188806116134732	1.67442972295639	0.00592414614830136	0.00517837063666761	1.1440174070108	0.051	0.078
"EBP"	0.000238352493792965	0.000232068423928356	1.02707852174904	0.00719274866417992	0.00586034535249182	1.2273591796295	0.262	0.116
"ECSIT"	0.000342389388577123	0.000222949327937155	1.53572738588221	0.011335017843836	0.00890744495956218	1.27253302100597	0	0
"EED"	0.000876195626950987	0.000833334603407496	1.05143314986349	0.0136458511135948	0.0126838970139329	1.07584057948477	0.315	0.01
"EEF1A1"	0.000184756400299121	0.000344346601365595	0.536541959660474	0.00654191582691377	0.00712917327004105	0.917626150903763	0.654	0.614
"EEF1D"	0.00108633073425798	0.0008945330419655	1.21441096448607	0.0115862356033821	0.0100514756888208	1.15269000911659	0.023	0
"EEF2"	0.000164786922164705	0.000115233730526868	1.43002332226225	0.00951853663740316	0.00726343194997491	1.31047371310969	0.008	0
"EFTUD2"	0.000411213769252452	0.000246476584854836	1.6683684963204	0.0079523899569341	0.0060007758168145	1.32522697059455	0.006	0.001
"EGFR"	0.00192097076116024	0.00184257632568606	1.04254609938342	0.0140480553542688	0.0119439304220959	1.17616687788806	0.41	0.002
"EGR1"	0.00203737827587534	0.00195448450095366	1.04241209120934	0.0214118903709463	0.0203157044809986	1.05395756228749	0.357	0.225
"EHMT1"	0.00018911537722293	0.000122923155286432	1.53848456608731	0.00730817523358008	0.00528080594154821	1.38391285619511	0.151	0.021
"EHMT2"	0.00393293167483756	0.00348072146564544	1.12991852799927	0.0153141411592181	0.0163086838802045	0.939017597723288	0.034	0.996
"EIF1AD"	0.00177245883377584	0.00112428429321828	1.57652192107225	0.0109435512612204	0.00862181210207761	1.26928668030046	0	0
"EIF3A"	0.00152746937953218	0.0011489267205399	1.32947502414637	0.00713056283654033	0.00587970304898689	1.21274200025611	0.077	0.002
"EIF4ENIF1"	0.000444281034277213	0.000229489555820825	1.9359531752464	0.00696651331793463	0.00464913996580577	1.49845205116926	0.013	0
"EIF5A"	0.000582660385247267	0.000188995132302655	3.08293858232391	0.00778816239737777	0.00517779141711963	1.5041475737372	0.002	0
"ELAC2"	0.000495757249902212	0.000163866361299989	3.02537534835861	0.00882129694431611	0.00526517219437145	1.67540521347929	0.051	0.058
"ELF1"	0.000790183964228941	0.00057633010554874	1.37106140495053	0.0109561449080375	0.00854900044629947	1.28157028144501	0.008	0
"ELF3"	0.0033790395512521	0.00306122223946934	1.1038203981681	0.0127850714890759	0.010742761801499	1.19011030173748	0.202	0
"ENO1"	0.00072172670084951	0.000355207363118682	2.03184611521796	0.00876593540493972	0.00517188890666876	1.69491950873823	0.011	0
"EP300"	0.0895129158635097	0.103950753341761	0.861108871132621	0.135840313699103	0.155525411243169	0.873428416702353	1	1
"EPAS1"	0.00138084226487635	0.00101607011637431	1.35900292964395	0.0154693161790865	0.0128423041800488	1.20455924125507	0	0
"EPC1"	0.00129910122881414	0.000558826700298079	2.32469427126728	0.0119141392601228	0.00775799163320108	1.53572468538573	0	0
"EPM2AIP1"	0.00122405722817241	0.000304487862073003	4.02005262160149	0.0114184460342481	0.00566530727092163	2.01550339429171	0	0
"ERCC3"	0.000175179231979435	9.77817015462675e-05	1.79153388833743	0.00827212736708355	0.00581096562396112	1.42353748109849	0	0
"ESR2"	0.000209980971156486	0.000318878683007914	0.65849798793629	0.0141921018139121	0.0160129231674818	0.886290508327214	1	1
"ETS1"	0.000413442040305139	0.000299951308173052	1.37836385119751	0.0124551270969289	0.0108491759639784	1.14802517152295	0	0
"ETS2"	0.00341735707630525	0.00316739352935873	1.07891774250013	0.0105084770569238	0.00860329621387114	1.2214477795128	0.351	0.006
"EXOSC1"	9.14525732429159e-05	7.03973289184406e-05	1.29909152304442	0.00976305120587643	0.00706721722123001	1.38145622247864	0.01	0
"EXOSC8"	0.0015538788153664	0.00145177375851142	1.07033124566164	0.0111962922290692	0.00860656268114259	1.30090172393687	0.355	0
"EYA2"	0.00675356741127035	0.00435714735466257	1.54999747806174	0.0105147176321046	0.00694609771538928	1.51375895689014	0	0
"EZH2"	0.000304341579906598	0.000223998241161037	1.35867843572843	0.00971286172739062	0.00825356252689532	1.17680840191614	0.002	0
"FANCG"	0.000273383069143894	0.000205832022669634	1.32818531148907	0.00689058089613131	0.00515503170385744	1.33667090562706	0.172	0.117
"FANCL"	0.000334988542327011	0.000452730698478383	0.739928932261275	0.00728351741153481	0.00558060661512346	1.30514797294553	0.336	0.055
"FBXO11"	0.000260140042482063	0.000122712820977489	2.11990923531768	0.00743326572722358	0.00542394390890761	1.37045401871065	0.002	0.005
"FBXW11"	0.0021947981702082	0.00178566626558446	1.22912002791845	0.0215319210150547	0.0205900310117549	1.04574495311649	0.001	0.032
