"all_genes"	"mean_bet_in"	"mean_bet_out"	"ratio_bet"	"mean_deg_in"	"mean_deg_out"	"ratio_deg"	"pvalue_ratio"	"pvalue_degree"
"ABL1"	0.00111539451442254	0.000507252811795508	2.19889271874988	0.0113283369532327	0.00847868875080652	1.33609539000415	1	1
"ACLY"	0.0302235091846892	0.000959944695937219	31.4846358468403	0.0193798449612403	0.00535553791372346	3.61865517030135	1	1
"ACTB"	0.000610248639135819	0.000219626044539506	2.77858047489467	0.0105935721954997	0.00675866717372156	1.56740551401742	1	1
"ACTL6A"	0.00137672248993833	0.000782090296578454	1.76031143201919	0.0137718015754989	0.0106740833695699	1.29020929466975	1	1
"ACTN4"	0.00106270926701806	0.000303914062481679	3.496742659225	0.0206636421779287	0.0130450525051345	1.58402138816962	1	1
"ACTR5"	0.00174198183220489	0.00122993131007293	1.41632448734198	0.0184220786550303	0.0158140934178109	1.16491525428085	1	1
"ADNP"	0.000761287242594201	0.000467620329607957	1.62800287838736	0.00984277383261718	0.00587780806106423	1.67456537034914	1	1
"AES"	0.00805678015479218	0.0047124427886372	1.70968232743726	0.0177756867367612	0.0140204773423052	1.26783748532763	1	1
"AGTRAP"	0.0125015676202987	0.00868998352924452	1.43861810304093	0.0120373550478513	0.00781118691234979	1.54104045683758	1	1
"AHCY"	0.000910920957419596	0.000279274991596681	3.26173479484019	0.0101172750887367	0.00606057564630409	1.66935876708452	1	1
"AKAP8L"	9.75359298722665e-05	6.18369658259805e-05	1.57730782177685	0.00684931506849315	0.00524846351000083	1.30501337304564	1	1
"AKT1"	0.00313888069943785	0.00129328345937235	2.4270632062063	0.0250833791293773	0.0169942643121791	1.4759908795464	1	1
"ANKRA2"	0.00638185944901824	0.00136504277841355	4.6752083890259	0.00752546001663353	0.00618820599556603	1.21609720523616	1	1
"ANKRD17"	0.000244486894533616	0.000147525792614935	1.65724847296204	0.00959739877572721	0.0062459292248789	1.53658461858624	1	1
"ANKRD28"	0.00126685017235014	0.000362095397052727	3.49866411631204	0.0155417055945782	0.00846195350350204	1.83665693603092	1	1
"ANXA1"	0.00457888266061178	0.00263087665041956	1.740439887169	0.00821059956526632	0.00620846273096661	1.32248511766261	1	1
"APEX1"	0.000179047568705095	7.94813983785877e-05	2.25269776775003	0.0115783093599441	0.00688023379804806	1.68283661570177	1	1
"APLP2"	0.00013362917695748	3.64484810290647e-05	3.66624817234282	0.0107426142530901	0.00605066306538741	1.77544413513005	1	1
"APP"	0.0256388692487126	0.0215424985235942	1.19015300015603	0.0334811267038176	0.0309995136461066	1.08005329006259	1	1
"APPBP2"	0.00592365595852258	0.00329553372249911	1.7974800009118	0.0107392559744898	0.00847859269133141	1.26663190053577	1	1
"APPL1"	0.00123483561747099	0.000503099685630559	2.45445515618503	0.00996484101322379	0.00708608892302005	1.40625401705753	1	1
"AQP1"	0.000672547149107871	0.000412233859673811	1.63146993708872	0.0132800933780874	0.0079784515724248	1.66449507871755	1	1
"AR"	0.0168683485749483	0.0104550764031826	1.61341227212968	0.0398767808964233	0.0333314849246671	1.19636976830013	1	1
"ARID2"	0.000373583643358224	0.000123409809538493	3.02717948237087	0.013497510661853	0.00785593510268025	1.71812909417339	1	1
"ARID4B"	0.000821509368589686	0.000184011780826029	4.46443898810136	0.0149019662457504	0.00727230428698652	2.04913953785141	1	1
"ARIH2"	0.000472625305776517	0.00024086362832172	1.9622111859298	0.0103679739387527	0.00595994402167995	1.7396092817379	1	1
"ARL6IP4"	0.00251788463778743	0.000627386055304614	4.01329391448607	0.012657396678878	0.00675577716357499	1.87356633772982	1	1
"ARNT"	0.00103507671225882	0.000737419661886131	1.40364675063228	0.0106227138105391	0.00787047148349405	1.34969217953677	1	1
"ARNT2"	0	0.000105554887626582	0	0	0.00539346067164725	0	1	1
"ARNTL"	0.010470223025948	0.00304901820318746	3.43396540401182	0.0145489351519502	0.00603172912409849	2.41206706279681	1	1
